Property_ID,Property_Type,Location,Bedrooms,Bathrooms,Size_sqft,Price_AED,Price_per_sqft,Furnishing,Year_Built,Listing_Date,Amenities,View_Type,Parking_Spaces,Property_Age
DXB00505,Penthouse,Bur Dubai,5,4,5513,5546078,1006,Furnished,2014,2025-05-10,"Parking, Maid Room, Sauna",Sea View,4,11
DXB00506,Penthouse,Dubai Hills Estate,3,2,3554,6279918,1767,Unfurnished,2015,2025-09-08,"Maid Room, Swimming Pool, Gym, Parking, Childrens Play Area, Security, Study Room",Golf Course View,4,10
DXB00507,Apartment,Jumeirah Lake Towers,2,2,1131,2138721,1891,Semi-Furnished,2022,2024-12-16,"Security, Swimming Pool, Childrens Play Area, BBQ Area, Gym",Marina View,3,3
DXB00508,Townhouse,Dubai Silicon Oasis,2,1,2533,4501141,1777,Furnished,2011,2025-02-04,"Study Room, Pets Allowed, Swimming Pool, Gym",Garden View,3,14
DXB00509,Penthouse,The Springs,5,5,5061,8087478,1598,Semi-Furnished,2022,2024-12-25,"Swimming Pool, Gym, Concierge, Sauna, Balcony",Garden View,4,3
DXB00510,Villa,Downtown Dubai,4,4,4537,6819111,1503,Semi-Furnished,2011,2024-12-12,"Swimming Pool, Storage, Jacuzzi, Steam Room, Gym, Study Room, Pets Allowed",Golf Course View,4,14
DXB00511,Villa,Emirates Hills,5,5,4979,11695671,2349,Furnished,2023,2025-07-04,"Swimming Pool, Parking, Sauna, Childrens Play Area, Pets Allowed, Security",Garden View,4,2
DXB00512,Studio,Bur Dubai,0,1,409,785689,1921,Semi-Furnished,2021,2025-07-01,"Concierge, Steam Room, Jacuzzi, Parking, BBQ Area, Gym, Storage, Swimming Pool",Garden View,1,4
DXB00513,Villa,Mirdif,6,6,5791,10203742,1762,Semi-Furnished,2019,2024-11-01,"Steam Room, BBQ Area, Pets Allowed, Jacuzzi",Marina View,4,6
DXB00514,Penthouse,Motor City,3,3,3911,5268117,1347,Unfurnished,2021,2025-08-16,"Swimming Pool, Garden, Study Room, Balcony, Concierge, Maid Room, Pets Allowed, Gym",Garden View,4,4
DXB00515,Studio,DIFC,0,1,448,1053696,2352,Semi-Furnished,2024,2024-12-08,"Security, Swimming Pool, Gym, Steam Room, Parking, Maid Room, BBQ Area, Childrens Play Area",Golf Course View,1,1
DXB00516,Studio,Jumeirah Lake Towers,0,1,404,494092,1223,Semi-Furnished,2013,2025-04-30,"Jacuzzi, Pets Allowed, Garden",Marina View,1,12
DXB00517,Townhouse,Mirdif,3,2,3086,4980804,1614,Semi-Furnished,2013,2024-11-01,"Gym, Study Room, Maid Room, Security, Childrens Play Area, Parking, Jacuzzi, Sauna",Golf Course View,4,12
DXB00518,Townhouse,Motor City,3,2,2418,4777968,1976,Furnished,2021,2025-10-14,"Parking, Study Room, Jacuzzi, Pets Allowed, Swimming Pool, Maid Room",Golf Course View,4,4
DXB00519,Apartment,Dubai Marina,2,1,1451,2298384,1584,Furnished,2016,2025-01-09,"Garden, Swimming Pool, Study Room, Childrens Play Area, Balcony",Golf Course View,3,9
DXB00520,Apartment,Al Barsha,2,2,1450,2418600,1668,Unfurnished,2022,2025-04-09,"Security, Storage, Swimming Pool, Study Room, Concierge",Golf Course View,3,3
DXB00521,Townhouse,The Springs,1,1,1964,3576444,1821,Unfurnished,2013,2025-01-31,"Balcony, Parking, Maid Room, Garden, Steam Room, Security",Golf Course View,2,12
DXB00522,Studio,Dubai Hills Estate,0,1,482,791926,1643,Semi-Furnished,2023,2025-04-21,"Pets Allowed, Storage, Security, Jacuzzi, Parking",Sea View,1,2
DXB00523,Studio,Bur Dubai,0,1,511,759346,1486,Unfurnished,2021,2025-01-04,"Parking, Storage, Jacuzzi, Study Room, Gym",Golf Course View,1,4
DXB00524,Villa,Palm Jumeirah,4,4,4540,6932580,1527,Furnished,2015,2025-09-01,"Garden, Security, Concierge, Parking, Pets Allowed, Sauna, Jacuzzi",City View,4,10
DXB00525,Studio,Motor City,0,1,474,780678,1647,Semi-Furnished,2024,2025-04-07,"BBQ Area, Security, Study Room, Concierge",Golf Course View,1,1
DXB00526,Studio,The Greens,0,1,407,459096,1128,Semi-Furnished,2023,2025-03-06,"Maid Room, Security, Steam Room, Storage, Sauna",City View,1,2
DXB00527,Townhouse,Dubai Silicon Oasis,1,1,1907,2337982,1226,Semi-Furnished,2025,2025-05-04,"Security, Childrens Play Area, Study Room, Sauna, Garden",Garden View,2,0
DXB00528,Penthouse,Bur Dubai,4,4,4771,6789133,1423,Semi-Furnished,2017,2025-03-20,"Childrens Play Area, Storage, Garden, Study Room, Security, Jacuzzi",City View,4,8
DXB00529,Villa,Mirdif,5,5,5091,7738320,1520,Semi-Furnished,2019,2024-12-08,"Security, Swimming Pool, Childrens Play Area, BBQ Area, Storage",Sea View,4,6
DXB00530,Villa,International City,4,3,4162,5165042,1241,Unfurnished,2020,2025-10-23,"Sauna, Pets Allowed, Garden, Jacuzzi, BBQ Area, Maid Room, Parking, Gym",Marina View,4,5
DXB00531,Studio,The Greens,0,1,496,870976,1756,Unfurnished,2020,2024-11-19,"Pets Allowed, Maid Room, Parking, Jacuzzi, Storage, Childrens Play Area, Sauna, Study Room",Garden View,1,5
DXB00532,Penthouse,Al Barsha,3,3,3822,5110014,1337,Semi-Furnished,2018,2025-06-02,"Study Room, Jacuzzi, Concierge, Childrens Play Area, Maid Room, Parking, Security",Marina View,4,7
DXB00533,Villa,Damac Hills,6,5,6296,8197392,1302,Furnished,2023,2025-06-09,"Garden, Jacuzzi, Study Room, Gym, Swimming Pool, BBQ Area, Steam Room",Sea View,4,2
DXB00534,Penthouse,Dubai Marina,4,4,3740,7352840,1966,Semi-Furnished,2018,2025-09-04,"Garden, Swimming Pool, Childrens Play Area, Storage, Study Room, Steam Room, Gym",Golf Course View,4,7
DXB00535,Studio,Al Furjan,0,1,455,647920,1424,Furnished,2021,2025-10-02,"Maid Room, Balcony, BBQ Area",Marina View,1,4
DXB00536,Penthouse,Mirdif,3,2,3841,5388923,1403,Semi-Furnished,2022,2025-06-30,"Swimming Pool, Concierge, Childrens Play Area",City View,4,3
DXB00537,Studio,Business Bay,0,1,469,870933,1857,Unfurnished,2016,2024-11-10,"Concierge, Study Room, Maid Room, Balcony, Childrens Play Area, Pets Allowed",Sea View,1,9
DXB00538,Penthouse,Dubai Hills Estate,4,4,4116,5787096,1406,Furnished,2021,2024-11-13,"Garden, Pets Allowed, Swimming Pool, Storage, Sauna",Golf Course View,4,4
DXB00539,Apartment,Discovery Gardens,1,1,939,1746540,1860,Unfurnished,2024,2025-01-22,"Storage, Swimming Pool, Concierge, Gym, BBQ Area",Golf Course View,2,1
DXB00540,Studio,Dubai Marina,0,1,505,933240,1848,Furnished,2019,2024-12-10,"Security, Parking, Concierge, Balcony, Study Room",Garden View,1,6
DXB00541,Apartment,Jumeirah Village Circle,3,2,1708,1996652,1169,Unfurnished,2011,2025-02-09,"Steam Room, Jacuzzi, Balcony, Sauna",Garden View,4,14
DXB00542,Villa,JBR (Jumeirah Beach Residence),3,3,4473,7416234,1658,Furnished,2024,2025-01-27,"Steam Room, Gym, Pets Allowed",Garden View,4,1
DXB00543,Apartment,Dubai Hills Estate,2,2,1456,2071888,1423,Semi-Furnished,2013,2025-06-16,"Study Room, Garden, Pets Allowed, Security, Parking, Storage, Balcony",Golf Course View,3,12
DXB00544,Studio,Mudon,0,1,386,594826,1541,Semi-Furnished,2012,2025-07-06,"Study Room, Steam Room, Sauna",Sea View,1,13
DXB00545,Townhouse,International City,3,2,2689,3573681,1329,Unfurnished,2015,2025-01-13,"Study Room, Concierge, Swimming Pool, Gym, Childrens Play Area, Pets Allowed",Sea View,4,10
DXB00546,Penthouse,Al Barsha,3,2,3880,5587200,1440,Unfurnished,2011,2025-02-12,"Pets Allowed, Swimming Pool, Parking, Childrens Play Area, Maid Room, BBQ Area, Storage",City View,4,14
DXB00547,Townhouse,Jumeirah Lake Towers,4,3,2914,5574482,1913,Semi-Furnished,2020,2025-07-23,"Swimming Pool, Security, Gym",Sea View,4,5
DXB00548,Penthouse,Mudon,4,4,4176,5742000,1375,Semi-Furnished,2012,2025-05-26,"Study Room, Security, Pets Allowed",Sea View,4,13
DXB00549,Villa,Palm Jumeirah,5,5,4787,8147474,1702,Furnished,2011,2025-08-19,"Parking, Gym, Concierge, Jacuzzi, Study Room, Pets Allowed",Golf Course View,4,14
DXB00550,Penthouse,Palm Jumeirah,3,3,3538,6746966,1907,Furnished,2015,2024-11-03,"Study Room, Steam Room, Garden, Swimming Pool, Balcony",Golf Course View,4,10
DXB00551,Apartment,Mirdif,3,2,1569,2802234,1786,Unfurnished,2014,2025-03-24,"Concierge, Parking, Security, BBQ Area, Jacuzzi, Storage, Steam Room",City View,4,11
DXB00552,Townhouse,Jumeirah Lake Towers,1,1,1911,2927652,1532,Furnished,2021,2025-02-21,"Parking, Concierge, Maid Room, Balcony, Storage, BBQ Area",Garden View,2,4
DXB00553,Townhouse,Damac Hills,2,2,2003,2097141,1047,Unfurnished,2023,2025-07-04,"Security, Jacuzzi, Sauna, Storage, Parking, Balcony, Childrens Play Area, Garden",Marina View,3,2
DXB00554,Penthouse,Damac Hills,3,3,4278,6887580,1610,Furnished,2016,2025-07-24,"Storage, Study Room, Jacuzzi, Sauna",Golf Course View,4,9
DXB00555,Townhouse,Emirates Hills,4,4,3441,6875118,1998,Unfurnished,2013,2025-03-01,"Study Room, Storage, Childrens Play Area, Gym",Golf Course View,4,12
DXB00556,Studio,Jumeirah Village Circle,0,1,383,459600,1200,Unfurnished,2025,2025-07-03,"Concierge, Steam Room, Sauna, Swimming Pool, BBQ Area",Sea View,1,0
DXB00557,Apartment,International City,1,1,870,919590,1057,Semi-Furnished,2014,2025-06-08,"Pets Allowed, Childrens Play Area, Study Room, Garden, Security",Garden View,2,11
DXB00558,Apartment,Discovery Gardens,1,1,862,1518844,1762,Unfurnished,2019,2025-09-19,"Jacuzzi, Storage, Childrens Play Area, Maid Room, Parking, Sauna",Marina View,2,6
DXB00559,Penthouse,Damac Hills,3,3,4190,8183070,1953,Furnished,2025,2025-10-24,"BBQ Area, Jacuzzi, Parking, Maid Room",Golf Course View,4,0
DXB00560,Townhouse,Damac Hills,2,2,2283,2593488,1136,Semi-Furnished,2023,2025-08-09,"Maid Room, Swimming Pool, Security, Balcony, Garden, Sauna",Sea View,3,2
DXB00561,Villa,Downtown Dubai,6,5,6254,13715022,2193,Unfurnished,2011,2024-11-19,"Storage, Childrens Play Area, Security, BBQ Area, Parking, Gym",City View,4,14
DXB00562,Studio,Al Barsha,0,1,513,553527,1079,Semi-Furnished,2023,2025-08-18,"Steam Room, Study Room, Jacuzzi, Pets Allowed, Balcony",City View,1,2
DXB00563,Studio,Business Bay,0,1,441,747936,1696,Semi-Furnished,2025,2024-12-22,"Swimming Pool, Parking, Security, Study Room, Storage, Steam Room, BBQ Area, Concierge",Marina View,1,0
DXB00564,Penthouse,Al Furjan,5,4,5642,7351526,1303,Semi-Furnished,2023,2025-04-01,"BBQ Area, Swimming Pool, Security",Golf Course View,4,2
DXB00565,Villa,Al Barsha,3,2,3740,6541260,1749,Furnished,2017,2025-04-12,"Security, Study Room, Jacuzzi, Childrens Play Area",Garden View,4,8
DXB00566,Penthouse,Damac Hills,3,2,3997,6335245,1585,Semi-Furnished,2012,2025-09-14,"Pets Allowed, Concierge, Parking, Childrens Play Area, Storage, Gym",Golf Course View,4,13
DXB00567,Apartment,Arabian Ranches,1,1,1141,1419404,1244,Furnished,2023,2025-01-09,"Childrens Play Area, Maid Room, Steam Room",Sea View,2,2
DXB00568,Studio,Jumeirah Village Circle,0,1,516,799800,1550,Semi-Furnished,2020,2025-09-30,"Swimming Pool, Storage, Garden, Concierge, Study Room, Maid Room",Marina View,1,5
DXB00569,Townhouse,DIFC,4,4,3365,7359255,2187,Semi-Furnished,2012,2025-01-25,"Storage, BBQ Area, Garden, Childrens Play Area",Marina View,4,13
DXB00570,Townhouse,Damac Hills,2,2,2140,2597960,1214,Unfurnished,2023,2025-05-31,"Swimming Pool, Gym, Jacuzzi, Parking, Storage, Sauna, Concierge, Security",Garden View,3,2
DXB00571,Penthouse,The Greens,4,3,4714,4883704,1036,Semi-Furnished,2016,2025-04-24,"Maid Room, Swimming Pool, Security, Steam Room",Golf Course View,4,9
DXB00572,Apartment,International City,3,2,1446,1829190,1265,Furnished,2018,2024-11-11,"BBQ Area, Childrens Play Area, Security, Sauna, Study Room, Swimming Pool, Concierge",City View,4,7
DXB00573,Studio,Jumeirah Lake Towers,0,1,402,596970,1485,Furnished,2014,2024-11-02,"Swimming Pool, Balcony, Childrens Play Area, Maid Room, Garden, Study Room, Pets Allowed",City View,1,11
DXB00574,Penthouse,Bur Dubai,5,4,5314,9246360,1740,Unfurnished,2018,2025-09-18,"Swimming Pool, Study Room, Childrens Play Area, BBQ Area, Maid Room, Gym, Parking",Golf Course View,4,7
DXB00575,Villa,Dubai Hills Estate,4,3,5079,8903487,1753,Semi-Furnished,2018,2025-08-21,"Parking, Pets Allowed, Study Room",City View,4,7
DXB00576,Penthouse,Mudon,4,3,4540,7395660,1629,Semi-Furnished,2022,2024-11-15,"Parking, Jacuzzi, Security, Steam Room",City View,4,3
DXB00577,Penthouse,The Springs,4,4,4991,5455163,1093,Semi-Furnished,2013,2025-07-10,"Balcony, Parking, Maid Room, Swimming Pool, Jacuzzi",Garden View,4,12
DXB00578,Penthouse,DIFC,5,4,4252,7713128,1814,Semi-Furnished,2017,2025-09-01,"Swimming Pool, Maid Room, Jacuzzi",City View,4,8
DXB00579,Villa,Town Square,5,4,5692,8748604,1537,Furnished,2020,2025-04-25,"Jacuzzi, Security, Swimming Pool",Golf Course View,4,5
DXB00580,Villa,Jumeirah Lake Towers,6,5,6224,8968784,1441,Unfurnished,2021,2025-08-09,"BBQ Area, Concierge, Storage, Study Room, Childrens Play Area",Golf Course View,4,4
DXB00581,Studio,Motor City,0,1,423,462762,1094,Furnished,2011,2025-04-26,"Garden, Security, Maid Room, Parking, Study Room",Marina View,1,14
DXB00582,Villa,The Greens,5,4,5398,9953912,1844,Furnished,2011,2025-03-05,"Swimming Pool, Parking, BBQ Area, Maid Room, Childrens Play Area, Garden, Sauna, Gym",Golf Course View,4,14
DXB00583,Studio,Al Barsha,0,1,407,496947,1221,Semi-Furnished,2023,2024-11-05,"Parking, Gym, Steam Room, BBQ Area, Balcony, Study Room, Swimming Pool",City View,1,2
DXB00584,Studio,Discovery Gardens,0,1,444,763236,1719,Semi-Furnished,2019,2025-03-23,"Balcony, Garden, Pets Allowed",Sea View,1,6
DXB00585,Studio,Motor City,0,1,406,793730,1955,Semi-Furnished,2014,2025-04-07,"Study Room, Jacuzzi, Storage, Sauna",Sea View,1,11
DXB00586,Penthouse,Al Furjan,4,3,3807,6133077,1611,Semi-Furnished,2025,2025-05-16,"Security, Parking, Storage, Childrens Play Area, Study Room, Sauna, Jacuzzi",Garden View,4,0
DXB00587,Villa,Dubai Marina,4,4,4823,9264983,1921,Unfurnished,2018,2025-01-06,"Study Room, Swimming Pool, Childrens Play Area, Steam Room, Storage, Security, Parking",Golf Course View,4,7
DXB00588,Studio,Deira,0,1,512,843776,1648,Furnished,2022,2025-02-21,"Balcony, Childrens Play Area, Concierge, Security, Study Room, Steam Room",City View,1,3
DXB00589,Apartment,Emirates Hills,3,3,1362,2849304,2092,Furnished,2012,2025-06-02,"Swimming Pool, Concierge, Maid Room, Balcony, Jacuzzi",City View,4,13
DXB00590,Penthouse,Motor City,3,3,3482,5351834,1537,Unfurnished,2025,2025-05-13,"Parking, Concierge, Security, Gym, Study Room, Garden, BBQ Area, Storage",City View,4,0
DXB00591,Studio,JBR (Jumeirah Beach Residence),0,1,383,739190,1930,Furnished,2016,2025-03-21,"Swimming Pool, Steam Room, Gym",City View,1,9
DXB00592,Townhouse,Damac Hills,4,3,3058,5382080,1760,Furnished,2015,2025-10-20,"Concierge, Jacuzzi, Maid Room, Study Room",City View,4,10
DXB00593,Penthouse,Mirdif,4,3,4914,6157242,1253,Furnished,2019,2025-04-05,"Swimming Pool, Gym, Storage",Marina View,4,6
DXB00594,Townhouse,Downtown Dubai,3,3,2618,6212514,2373,Semi-Furnished,2023,2025-01-31,"Security, BBQ Area, Parking",Garden View,4,2
DXB00595,Penthouse,Al Barsha,5,5,5171,8258087,1597,Unfurnished,2019,2024-12-07,"Security, Concierge, Study Room, Pets Allowed, Steam Room, Garden, Jacuzzi",Marina View,4,6
DXB00596,Penthouse,Arabian Ranches,3,2,3869,4577027,1183,Unfurnished,2017,2025-02-08,"Garden, BBQ Area, Security, Parking, Maid Room",Sea View,4,8
DXB00597,Villa,Damac Hills,3,2,3662,5690748,1554,Furnished,2014,2025-04-26,"Garden, Concierge, Childrens Play Area, Steam Room",Sea View,4,11
DXB00598,Apartment,DIFC,1,1,1083,2082609,1923,Furnished,2017,2025-09-19,"Swimming Pool, Steam Room, Childrens Play Area, Maid Room, Gym",City View,2,8
DXB00599,Apartment,Town Square,3,3,1398,2424132,1734,Unfurnished,2020,2025-06-24,"Study Room, Swimming Pool, Gym, Childrens Play Area, BBQ Area, Steam Room, Pets Allowed, Balcony",Marina View,4,5
DXB00600,Studio,Jumeirah Lake Towers,0,1,427,611037,1431,Furnished,2024,2025-02-04,"Swimming Pool, Pets Allowed, Balcony, Security, Concierge, Childrens Play Area",Sea View,1,1
DXB00601,Villa,Mirdif,5,4,5142,8350608,1624,Unfurnished,2011,2025-03-25,"Garden, Security, Balcony",Marina View,4,14
DXB00602,Apartment,Mudon,3,2,1549,2273932,1468,Semi-Furnished,2020,2025-10-07,"Storage, Steam Room, Concierge",Golf Course View,4,5
DXB00603,Villa,Bur Dubai,3,3,4098,7019874,1713,Unfurnished,2024,2025-10-07,"Gym, Pets Allowed, Balcony, Storage",City View,4,1
DXB00604,Apartment,Discovery Gardens,4,3,1714,3419430,1995,Furnished,2011,2025-02-24,"Swimming Pool, BBQ Area, Steam Room",Golf Course View,4,14
DXB00605,Penthouse,Deira,5,4,4930,9155010,1857,Unfurnished,2024,2024-12-15,"Concierge, Security, Parking, Pets Allowed, Gym, Balcony, Steam Room, Storage",City View,4,1
DXB00606,Studio,Damac Hills,0,1,431,510304,1184,Semi-Furnished,2020,2025-07-08,"Security, Parking, Steam Room, Sauna, Balcony",Golf Course View,1,5
DXB00607,Studio,DIFC,0,1,454,905276,1994,Unfurnished,2015,2025-05-12,"Swimming Pool, Balcony, Gym, Parking",Garden View,1,10
DXB00608,Studio,Dubai Sports City,0,1,493,550681,1117,Semi-Furnished,2016,2025-09-15,"Childrens Play Area, Swimming Pool, Steam Room, Concierge, BBQ Area",Golf Course View,1,9
DXB00609,Townhouse,International City,1,1,1661,2956580,1780,Semi-Furnished,2023,2024-11-13,"Childrens Play Area, Garden, Security, Balcony, Parking",Garden View,2,2
DXB00610,Penthouse,Damac Hills,4,3,4222,5247946,1243,Furnished,2024,2025-06-22,"Security, Parking, Garden, Storage",Marina View,4,1
DXB00611,Studio,Motor City,0,1,487,972539,1997,Unfurnished,2022,2025-05-21,"Jacuzzi, Sauna, Security, Childrens Play Area",Garden View,1,3
DXB00612,Apartment,Dubai Hills Estate,1,1,1060,1958880,1848,Furnished,2019,2024-12-25,"Parking, Gym, Swimming Pool, Security",City View,2,6
DXB00613,Apartment,Mirdif,4,4,1970,2411280,1224,Semi-Furnished,2015,2025-01-03,"Concierge, Steam Room, Parking, Security, Gym, Study Room, Sauna, Balcony",Garden View,4,10
DXB00614,Villa,Jumeirah Village Circle,5,5,4369,5443774,1246,Unfurnished,2020,2025-07-12,"Parking, Concierge, Gym, Maid Room, Storage, Pets Allowed, Study Room, Security",Marina View,4,5
DXB00615,Studio,Town Square,0,1,425,631550,1486,Semi-Furnished,2013,2025-08-07,"Garden, BBQ Area, Balcony, Swimming Pool",Golf Course View,1,12
DXB00616,Townhouse,The Springs,2,1,2522,3356782,1331,Furnished,2018,2024-11-01,"Maid Room, Garden, Balcony, Swimming Pool, Childrens Play Area",Garden View,3,7
DXB00617,Apartment,Mudon,3,2,1401,2589048,1848,Unfurnished,2025,2025-05-08,"Garden, Pets Allowed, Maid Room",Garden View,4,0
DXB00618,Villa,Bur Dubai,6,5,6081,6123567,1007,Semi-Furnished,2025,2025-09-14,"Security, Storage, Pets Allowed",Golf Course View,4,0
DXB00619,Studio,DIFC,0,1,393,699933,1781,Semi-Furnished,2016,2025-02-22,"Sauna, Balcony, Pets Allowed, Swimming Pool, Childrens Play Area, Gym",City View,1,9
DXB00620,Townhouse,The Springs,4,4,2888,4363768,1511,Semi-Furnished,2024,2024-11-12,"Childrens Play Area, Jacuzzi, Steam Room",Marina View,4,1
DXB00621,Apartment,Discovery Gardens,4,4,1781,3161275,1775,Unfurnished,2024,2025-02-14,"Childrens Play Area, Swimming Pool, Sauna, Gym, Parking, BBQ Area, Jacuzzi",City View,4,1
DXB00622,Penthouse,Dubai Sports City,5,4,4929,7206198,1462,Semi-Furnished,2018,2025-07-01,"Sauna, Swimming Pool, Gym, Security, Concierge, Garden, Parking",City View,4,7
DXB00623,Apartment,Arabian Ranches,1,1,1005,1909500,1900,Semi-Furnished,2025,2025-05-05,"Storage, Parking, Maid Room, BBQ Area",Marina View,2,0
DXB00624,Studio,DIFC,0,1,448,963648,2151,Semi-Furnished,2020,2025-07-11,"Gym, Parking, BBQ Area, Jacuzzi, Maid Room, Garden, Steam Room",Garden View,1,5
DXB00625,Penthouse,Business Bay,5,4,4954,9135176,1844,Furnished,2022,2025-04-25,"Security, Gym, Pets Allowed, Jacuzzi, Swimming Pool, Childrens Play Area",Golf Course View,4,3
DXB00626,Penthouse,Al Furjan,3,2,3374,3623676,1074,Furnished,2013,2025-03-26,"Balcony, Gym, Swimming Pool",Garden View,4,12
DXB00627,Apartment,Jumeirah Lake Towers,1,1,1043,1961883,1881,Furnished,2013,2025-07-31,"Childrens Play Area, Maid Room, Jacuzzi, Gym, Storage, Balcony",Marina View,2,12
DXB00628,Penthouse,The Springs,3,3,4001,6513628,1628,Semi-Furnished,2025,2025-06-05,"Balcony, Study Room, Sauna, Jacuzzi, Swimming Pool, Gym, Childrens Play Area, Parking",Marina View,4,0
DXB00629,Penthouse,Al Furjan,4,4,4368,6988800,1600,Unfurnished,2012,2025-03-27,"Security, Pets Allowed, Swimming Pool, Concierge",Sea View,4,13
DXB00630,Apartment,The Greens,1,1,1056,1400256,1326,Furnished,2013,2025-03-31,"Study Room, Garden, BBQ Area, Concierge, Childrens Play Area, Jacuzzi",Golf Course View,2,12
DXB00631,Villa,Emirates Hills,4,4,4258,7668658,1801,Furnished,2019,2025-06-19,"Garden, Jacuzzi, Security, Parking",Golf Course View,4,6
DXB00632,Penthouse,Downtown Dubai,3,2,3544,5500288,1552,Unfurnished,2021,2024-11-17,"Childrens Play Area, Pets Allowed, Parking, Jacuzzi",Garden View,4,4
DXB00633,Villa,Downtown Dubai,3,2,3761,7480629,1989,Semi-Furnished,2011,2025-03-06,"Pets Allowed, Jacuzzi, Maid Room, Security",Garden View,4,14
DXB00634,Apartment,Mirdif,3,3,1583,1936009,1223,Semi-Furnished,2025,2025-07-22,"Storage, Study Room, Steam Room, Childrens Play Area",Sea View,4,0
DXB00635,Townhouse,Jumeirah Lake Towers,3,2,2325,2836500,1220,Furnished,2011,2025-04-10,"Jacuzzi, Sauna, Maid Room, Gym, Pets Allowed",Garden View,4,14
DXB00636,Villa,Jumeirah Lake Towers,3,3,3984,4418256,1109,Unfurnished,2013,2025-06-09,"Swimming Pool, Balcony, Steam Room, Concierge, Childrens Play Area, Maid Room, Gym, Jacuzzi",Garden View,4,12
DXB00637,Apartment,The Springs,1,1,1129,1134645,1005,Unfurnished,2013,2025-10-18,"Childrens Play Area, Security, Sauna",Sea View,2,12
DXB00638,Villa,DIFC,5,4,5654,12970276,2294,Furnished,2020,2025-07-04,"Swimming Pool, Childrens Play Area, Study Room, Security",Sea View,4,5
DXB00639,Townhouse,Jumeirah Lake Towers,2,1,2595,4930500,1900,Unfurnished,2012,2025-09-03,"Gym, Jacuzzi, Pets Allowed, Balcony",Sea View,3,13
DXB00640,Penthouse,Jumeirah Lake Towers,4,3,4079,4258476,1044,Furnished,2023,2025-01-20,"Parking, Gym, Garden, Swimming Pool, BBQ Area",Golf Course View,4,2
DXB00641,Penthouse,Damac Hills,5,4,5465,10044670,1838,Semi-Furnished,2025,2025-03-24,"Swimming Pool, Maid Room, Childrens Play Area",Marina View,4,0
DXB00642,Villa,JBR (Jumeirah Beach Residence),4,3,4369,8056436,1844,Unfurnished,2013,2025-07-19,"Garden, Sauna, Pets Allowed, Parking, Security, Childrens Play Area",Sea View,4,12
DXB00643,Townhouse,Town Square,2,2,2205,2945880,1336,Unfurnished,2018,2024-12-26,"Swimming Pool, Storage, Pets Allowed, Steam Room, Gym",Sea View,3,7
DXB00644,Townhouse,Mirdif,4,4,2838,4745136,1672,Furnished,2019,2025-04-20,"Gym, Maid Room, Swimming Pool",Garden View,4,6
DXB00645,Villa,Town Square,6,5,5925,7021125,1185,Semi-Furnished,2011,2025-05-18,"Jacuzzi, Security, Gym, Maid Room, Garden, Steam Room, Pets Allowed",Sea View,4,14
DXB00646,Villa,Dubai Hills Estate,6,6,5138,8010142,1559,Unfurnished,2025,2025-02-26,"Parking, Jacuzzi, Security, Steam Room",Sea View,4,0
DXB00647,Villa,Discovery Gardens,5,5,5352,9869088,1844,Unfurnished,2021,2025-02-22,"BBQ Area, Parking, Swimming Pool, Storage, Garden, Gym, Sauna",Sea View,4,4
DXB00648,Apartment,Dubai Silicon Oasis,4,3,2155,3691515,1713,Furnished,2020,2025-10-27,"Sauna, Study Room, Swimming Pool, Gym, Childrens Play Area, Parking, Steam Room, BBQ Area",Golf Course View,4,5
DXB00649,Townhouse,Palm Jumeirah,1,1,1752,3878928,2214,Furnished,2025,2025-08-10,"Childrens Play Area, Study Room, Balcony, Garden",Golf Course View,2,0
DXB00650,Penthouse,Emirates Hills,5,5,4883,10723068,2196,Semi-Furnished,2012,2024-11-09,"Steam Room, Sauna, Garden, Pets Allowed",Marina View,4,13
DXB00651,Villa,Discovery Gardens,3,2,4579,5522274,1206,Furnished,2016,2025-05-19,"Balcony, Swimming Pool, Security, BBQ Area, Steam Room, Garden, Storage, Gym",Golf Course View,4,9
DXB00652,Apartment,Damac Hills,1,1,1004,1769048,1762,Semi-Furnished,2014,2025-08-03,"Study Room, Parking, Maid Room, Gym",Golf Course View,2,11
DXB00653,Studio,Palm Jumeirah,0,1,459,734859,1601,Furnished,2016,2025-02-02,"Concierge, Steam Room, Jacuzzi, Childrens Play Area, Pets Allowed, Balcony, Study Room, BBQ Area",Sea View,1,9
DXB00654,Penthouse,Damac Hills,4,3,4268,8420764,1973,Semi-Furnished,2021,2025-04-01,"Study Room, Pets Allowed, Maid Room, Balcony, Concierge, Garden, Security",Golf Course View,4,4
DXB00655,Townhouse,Al Barsha,3,2,2839,4329475,1525,Unfurnished,2020,2025-03-06,"Swimming Pool, Garden, Gym, Storage, Childrens Play Area, Concierge, Study Room, BBQ Area",Sea View,4,5
DXB00656,Apartment,Palm Jumeirah,2,1,1281,3060309,2389,Furnished,2014,2025-07-25,"Swimming Pool, Steam Room, Gym, Maid Room, Security",Sea View,3,11
DXB00657,Townhouse,Business Bay,4,4,2779,3118038,1122,Semi-Furnished,2021,2025-07-26,"Jacuzzi, Gym, Swimming Pool",Sea View,4,4
DXB00658,Villa,International City,6,6,5547,5730051,1033,Semi-Furnished,2016,2024-11-10,"Concierge, Sauna, Jacuzzi",City View,4,9
DXB00659,Studio,Downtown Dubai,0,1,473,914309,1933,Furnished,2016,2025-07-18,"Maid Room, Storage, Study Room, Jacuzzi, Childrens Play Area, Gym, Concierge",Golf Course View,1,9
